的	[白勹丶Ⓨ,rqyy,de_dí_dì]
皺	[勹凵丿又,qbtc,zhòu,GBK]
皻	[虍七冃又,haec,zhā_cǔ,GBK]
皼	[士冖一又,fpgc,gǔ,GBK]
皽	[亠囗口又,ylkc,zhāo_zhǎn_dǎn,GBK]
皾	[士罒貝又,flmc,dú,GBK]
盀	[卜皿Ⓕ,hlf,qǐ,GBK]
盁	[乃皿Ⓕ,elf,yíng,GBK]
盃	[一个皿Ⓕ,gilf,bēi,GBK]
盄	[弓丨皿Ⓕ,xhlf,diào_zhāo,GBK]
盇	[大丶皿Ⓕ,dylf,hé,GBK]
盉	[禾皿Ⓕ,tlf,hé,GBK]
盋	[犬又皿Ⓕ,dclf,bō,GBK]
盌	[夕㔾皿Ⓕ,qblf,wǎn,GBK]
盓	[氵一十皿,igfl,yū_wū,GBK]
盕	[氵几丶皿,imyl,fàn,GBK]
盙	[一冃丨皿,gehl,fǔ,GBK]
盚	[十氺丶皿,fiyl,qiú,GBK]
盜	[氵冖人皿,iqwl,dào,GBK]
盝	[彐氺皿Ⓕ,vilf,lù,GBK]
盞	[戈戈皿Ⓕ,aalf,zhǎn,GBK]
盠	[彑豕皿Ⓕ,xelf,lí,GBK]
盡	[彐丨一皿,vhgl,jìn,GBK]
盢	[田犬皿Ⓕ,ldlf,xù,GBK]
監	[匚丨コ皿,ahnl,jiān_jiàn,GBK]
盤	[㇒舟几皿,teml,pán,GBK]
盦	[人丶㇇皿,wynl,ān,GBK]
盧	[虍七田皿,hall,lú,GBK]
盨	[彡丆貝皿,edml,xǔ,GBK]
盩	[土丷十皿,fufl,zhōu_chóu,GBK]
盪	[氵曰一皿,ijgl,dàng_tàng,GBK]
盫	[人一口皿,wgkl,ān,GBK]
盬	[匚丨コ皿,ahnl,gǔ,GBK]
盭	[幺土丷皿,xful,lì,GBK]
盰	[目干Ⓗ,hfh,gàn,GBK]
盳	[目亠㇗Ⓝ,hynn,máng_wàng,GBK]
盵	[目𠂉乙Ⓝ,htnn,qì,GBK]
盶	[目二儿Ⓝ,hfqn,yuǎn,GBK]
盷	[目勹冫Ⓖ,hqug,xián_tián_mín,GBK]
盺	[目斤Ⓗ,hrh,xīn,GBK]
盻	[目八一㇉,hwgn,xì_pǎn,GBK]
盽	[目三丨Ⓗ,hdhh,fēng,GBK]
盿	[目文Ⓨ,hyy,mín,GBK]
眀	[目月Ⓖ,heg,míng,GBK]
眂	[目氏弋Ⓝ,hqan,shì,GBK]
眃	[目二厶Ⓨ,hfcy,yún_hùn,GBK]
眅	[目斤又Ⓨ,hrcy,pān,GBK]
眆	[目方Ⓝ,hyn,fǎng,GBK]
眊	[目㇒二乚,htfn,mào,GBK]
県	[目㇗小Ⓤ,hniu,xiàn,GBK]
眎	[目二小Ⓨ,hfiy,shì,GBK]
眏	[目冂大Ⓨ,hmdy,yāng_yǎng_yìng,GBK]
眐	[目一止Ⓖ,hghg,zhēng,GBK]
眑	[目幺力Ⓝ,hxln,yǎo_āo_ǎo,GBK]
眒	[目曰丨Ⓗ,hjhh,shēn,GBK]
眓	[目匸㇂丿,hant,huò,GBK]
眔	[罒Ⓤ,liu,dà,GBK]
眕	[目人彡Ⓣ,hwet,zhěn,GBK]
眖	[目口儿Ⓝ,hkqn,kuàng,GBK]
眗	[目勹口Ⓖ,hqkg,jū_xū_kōu,GBK]
眘	[大丷目Ⓕ,duhf,shèn,GBK]
眛	[目二小Ⓨ,hfiy,mèi,GBK]
眜	[目一木Ⓨ,hgsy,mò_miè,GBK]
眝	[目宀丁Ⓗ,hpsh,zhù,GBK]
眞	[匕目㇗八,xhnw,zhēn,GBK]
眡	[目氏弋丶,hqay,shì,GBK]
眣	[目𠂉人Ⓨ,hrwy,dié_tì,GBK]
眤	[目尸匕Ⓝ,hnxn,nì,GBK]
眥	[止匕目Ⓕ,hxhf,zì,GBK]
眧	[目刀口Ⓖ,hvkg,chǎo,GBK]
眪	[目一冂人,hgmw,bǐng_fǎng,GBK]
眫	[目丷十Ⓗ,hufh,pàng_pán_mǐ_pàn,GBK]
眬	[目犬匕Ⓝ,hdxn,lóng,GBK]
眮	[目冂一口,hmgk,tóng,GBK]
眰	[目一厶土,hgcf,dié_zhì_diè,GBK]
眱	[目一弓人,hgxw,dì,GBK]
眲	[目耳Ⓖ,hbg,nè,GBK]
眳	[目夕口Ⓖ,hqkg,míng,GBK]
眴	[目勹日Ⓖ,hqjg,xuàn_shùn_xún,GBK]
眹	[目丷大Ⓨ,hudy,zhèn,GBK]
眻	[目丷羊Ⓗ,hudh,yáng,GBK]
眽	[目斤𧘇Ⓨ,hrey,mò,GBK]
眾	[罒亻人㇏,lwwy,zhòng,GBK]
眿	[目丶𠃌氺,hyni,mò,GBK]
睂	[人人丨目,wwhh,méi,GBK]
睄	[目⺌冃Ⓖ,hieg,qiáo_shào_xiāo,GBK]
睅	[目曰干Ⓗ,hjfh,hàn,GBK]
睆	[目宀二儿,hpfq,huǎn,GBK]
睈	[目口王Ⓖ,hkgg,chěng,GBK]
睉	[目人人土,hwwf,cuó_zhuài,GBK]
睊	[目口冃Ⓖ,hkeg,juàn,GBK]
睋	[目㇒扌丿,htrt,é,GBK]
睌	[目⺈口儿,hqkq,miǎn_mǎn,GBK]
睍	[目目儿Ⓝ,hhqn,xiàn,GBK]
睎	[目ㄨ𠂇丨,hqdh,xī,GBK]
睏	[目囗木Ⓨ,hlsy,kùn,GBK]
睒	[目火火Ⓨ,hooy,shǎn,GBK]
睓	[目冂龷八,hmaw,tiǎn,GBK]
睔	[目人一卄,hwga,gùn_huán_lǔn,GBK]
睕	[目宀夕㔾,hpqb,wān_wǎn_wàn,GBK]
睖	[目土八夂,hfwt,lèng_líng,GBK]
睗	[目曰勹Ⓡ,hjqr,shì,GBK]
睘	[罒一口𧘇,lgke,qióng,GBK]
睙	[目丶尸犬,hynd,lì_liè,GBK]
睜	[目爫彐㇚,hevh,zhēng,GBK]
睝	[禾勹丿目,tqth,lí,GBK]
睞	[目木人人,hsww,lài,GBK]
睟	[目亠人十,hywf,suì_zuì,GBK]
睠	[目丷大㔾,hudb,juàn,GBK]
睤	[目田一Ⓙ,hlgj,bì,GBK]
睧	[目氏弋日,hqaj,hūn,GBK]
睩	[目彐氺Ⓨ,hviy,lù,GBK]
睪	[罒土丷十,lfuf,yì_zé_gāo,GBK]
睭	[目冂土口,hmfk,zhǒu,GBK]
睮	[目人一刂,hwgj,yú,GBK]
睯	[尸弋攵目,nath,hūn,GBK]
睰	[目艹𠂇口,hadk,mà,GBK]
睱	[目コ丨又,hnhc,xià_xiá,GBK]
睲	[目曰㇒𤯓,hjtg,xǐng_xìng,GBK]
睳	[目大土土,hdff,huī,GBK]
睴	[目冖車Ⓗ,hplh,hùn_gùn,GBK]
睵	[目十戈口,hfak,zāi,GBK]
睶	[目三人日,hdwj,chǔn,GBK]
睷	[目彐二廴,hvfp,jiān,GBK]
睸	[目尸目Ⓖ,hnhg,mèi,GBK]
睺	[目亻ユ大,hwnd,hóu,GBK]
睻	[目宀一一,hpgg,xuān,GBK]
睼	[目曰一龰,hjgh,tí_tiàn,GBK]
瞁	[目目犬Ⓨ,hhdy,xù,GBK]
瞂	[斤十目又,rfhc,fá,GBK]
瞃	[目斤十目,hrfh,wò,GBK]
瞆	[目口丨贝,hkhm,guì_wèi_kuì,GBK]
瞇	[目米辶Ⓨ,hopy,mī_mí,GBK]
瞈	[目八厶羽,hwcn,wěng,GBK]
瞉	[士冖一又,fpgc,kòu_jì,GBK]
瞊	[目广彐口,hyvk,dàng,GBK]
瞋	[目十具八,hfhw,chēn,GBK]
瞏	[罒土口𧘇,lfke,qióng_huán,GBK]
瞐	[目目目Ⓕ,hhhf,mò,GBK]
瞓	[目言川Ⓗ,hykh,fèn_xùn,GBK]
瞔	[目龶貝Ⓨ,hgmy,zé,GBK]
瞕	[目立早Ⓗ,hujh,zhàng,GBK]
瞖	[匚𠂉大目,atdh,yì,GBK]
瞗	[目亻彐灬,hwvo,diāo_dōu,GBK]
瞘	[目匚口口,hakk,kōu,GBK]
瞙	[目艹曰大,hajd,mò,GBK]
瞚	[目宀一八,hpgw,shùn,GBK]
瞛	[目彳人龰,htwh,cōng,GBK]
瞜	[目口一女,hkgv,lóu_lǘ_lou_lōu,GBK]
瞝	[目文凵厶,hybc,chī,GBK]
瞞	[目廿冂㇏,hamy,mán_mén,GBK]
瞡	[目二人儿,hfwq,guī_guǐ,GBK]
瞣	[目口口心,hkkn,wàn,GBK]
瞤	[目鬥王Ⓖ,hugg,rún_shùn,GBK]
瞦	[目士口口,hfkk,xī,GBK]
瞨	[目卝一㇏,hogy,pú,GBK]
瞫	[目覀早Ⓗ,hsjh,shěn,GBK]
瞭	[目大丷小,hdui,liǎo_liào,GBK]
瞮	[目亠厶攵,hyct,chè,GBK]
瞯	[目鬥月Ⓖ,hueg,xián_jiàn,GBK]
瞱	[目艹一十,hagf,yè,GBK]
瞲	[目マ了口,hcbk,xuè_xù,GBK]
瞴	[目𠂉卌灬,hrlo,wǔ_mí_móu,GBK]
瞶	[目口丨貝,hkhm,guì_kuì_wèi,GBK]
瞷	[目鬥日Ⓖ,hujg,jiàn,GBK]
瞸	[目艹廿木,haas,yè,GBK]
瞹	[目爫冖夂,hept,ài,GBK]
瞺	[目人一曰,hwgj,huì,GBK]
瞼	[目人一人,hwgw,jiǎn,GBK]
瞾	[目目宀工,hhpa,zhào,GBK]
矀	[目彳山攵,htmt,wéi_méi,GBK]
矁	[目禾火心,hton,chǒu,GBK]
矂	[目口口木,hkks,sào,GBK]
矃	[目宀心丁,hpns,nǐng_chēng,GBK]
矄	[目㇒一灬,htgo,xūn,GBK]
矅	[目羽亻圭,hnwy,yào,GBK]
矆	[目艹亻又,hawc,huò_yuè_wò_xuē,GBK]
矇	[目艹冖豕,hape,mēng_méng,GBK]
矈	[目白宀方,hrpy,mián,GBK]
矉	[目宀一貝,hpgm,pín,GBK]
矊	[目糹白丨,hxrh,mián,GBK]
矋	[目厂艹丶,hday,lěi_lì,GBK]
矌	[目广龷八,hyaw,kuàng_guō,GBK]
矎	[目⺈冂夂,hqmt,xuān_xuàn,GBK]
矏	[目㇒目方,hthy,mián,GBK]
矐	[目⻗亻圭,hfwy,huò,GBK]
矑	[目虍七皿,hhal,lú,GBK]
矒	[目艹罒目,halh,méng_měng,GBK]
矓	[目立冃三,hued,lóng,GBK]
矔	[目艹口圭,haky,guàn_quán,GBK]
矕	[糹言糹目,xyxh,mǎn_mán,GBK]
矖	[目一冂匕,hgmx,xǐ_lí,GBK]
矘	[目⺌冖灬,hipo,tǎng,GBK]
矙	[目鬥㇆攵,hunt,kàn,GBK]
矚	[目尸虫,hnij,zhǔ,GBK]
矝	[マ了丿マ,cbtc,jīn_qín_guān_lín,GBK]
矞	[マ了丿口,cbtk,yù_xù_jué,GBK]
矟	[マ了丿冃,cbte,shuò,GBK]
矠	[マ了丿日,cbtj,zé_zhuó,GBK]
矡	[マ了丿又,cbtc,jué,GBK]
矤	[弓𠂉大Ⓨ,xtdy,shěn,GBK]
矦	[⺈厂𠂉大,qdtd,hóu_hòu,GBK]
矨	[𠂉大㇒大,tdtd,yǐng,GBK]
矪	[𠂉大㇒舟,tdte,zhōu,GBK]
矯	[𠂉大㇒口,tdtk,jiǎo_jiáo,GBK]
矰	[𠂉大丷曰,tduj,zēng,GBK]
矱	[𠂉大艹又,tdac,yuē_huò,GBK]
矲	[𠂉大罒匕,tdlx,bà,GBK]
矴	[石丁Ⓗ,dsh,dìng,GBK]
矵	[石刂Ⓗ,djh,qì_diāo,GBK]
矷	[石子Ⓖ,dbg,zǐ,GBK]
矹	[石一儿Ⓝ,dgqn,wù,GBK]
矺	[石㇒七Ⓝ,dtan,zhé_dā,GBK]
矻	[石𠂉乙Ⓝ,dtnn,kū_kù,GBK]
矼	[石工Ⓖ,dag,gāng_qiāng_kòng_jiāng,GBK]
砃	[石冂亠Ⓖ,dmyg,dān,GBK]
砄	[石ユ人Ⓨ,dnwy,jué,GBK]
砅	[石水Ⓨ,diy,lì,GBK]
砆	[石二人Ⓨ,dfwy,fū,GBK]
砇	[石文Ⓨ,dyy,mín,GBK]
砈	[石厂㔾Ⓝ,ddbn,è,GBK]
砊	[石亠几Ⓝ,dymn,kāng_kàng,GBK]
砋	[石止Ⓖ,dhg,zhǐ,GBK]
砎	[石人〢Ⓗ,dwjh,jiè,GBK]
砏	[石八刀Ⓝ,dwvn,pīn_bīn_fēn,GBK]
砐	[石乃㇏Ⓨ,deyy,è,GBK]
砓	[石几又Ⓨ,dmcy,zhé,GBK]
砕	[石九十Ⓗ,dvfh,suì,GBK]
砙	[石一㇙㇈,dgnn,wǎ_pān,GBK]
砛	[石人丶㇇,dwyn,jīn,GBK]
砞	[石一木Ⓨ,dgsy,mò,GBK]
砠	[石冃一Ⓖ,degg,jū_qū,GBK]
砡	[石王丶Ⓨ,dgyy,yù,GBK]
砢	[石丁口Ⓖ,dskg,kē_luǒ,GBK]
砤	[石𠂉也Ⓝ,dtbn,tuó,GBK]
砨	[石丶尸乙,dynn,ě,GBK]
砪	[石母一Ⓤ,dxgu,mǔ,GBK]
砫	[石丶王Ⓖ,dygg,zhù_zhǔ,GBK]
砮	[女又石Ⓕ,vcdf,nǔ,GBK]
砯	[石丶水Ⓨ,dyiy,pīng,GBK]
砱	[石人丶マ,dwyc,líng,GBK]
砲	[石勹巳Ⓝ,dqnn,pào,GBK]
砳	[石石Ⓖ,ddg,lè,GBK]
砵	[石木一Ⓖ,dsgg,bō,GBK]
砶	[石白Ⓖ,drg,pò,GBK]
砽	[石用Ⓗ,deh,yòng,GBK]
砿	[石广厶Ⓨ,dycy,kuàng,GBK]
硁	[石ス工Ⓖ,dcag,kēng,GBK]
硂	[石人王Ⓖ,dwgg,quán,GBK]
硃	[石𠂉小Ⓨ,driy,zhū,GBK]
硄	[石光儿Ⓝ,diqn,kuāng_guāng,GBK]
硆	[石人一口,dwgk,è,GBK]
硈	[石士口Ⓖ,dfkg,qià,GBK]
硉	[石彐二丨,dvfh,lù,GBK]
硊	[石⺈厂㔾,dqdb,wěi_guì,GBK]
硋	[石亠𠃊人,dynw,ài,GBK]
硍	[石彐𧘇Ⓨ,dvey,kèn_xiàn_gǔn_yǐn,GBK]
硏	[石二丿干,dftf,yán_yàn,GBK]
硑	[石丷廾Ⓗ,duah,pēng_píng,GBK]
硓	[石土丿匕,dftx,lǎo,GBK]
硔	[石龷八Ⓨ,dawy,hóng,GBK]
硘	[石囗口Ⓖ,dlkg,qíng,GBK]
硙	[石山己Ⓝ,dmnn,wéi_wèi_ái_gài,GBK]
硚	[石㇒大Ⓙ,dtdj,qiáo,GBK]
硛	[石亠亦Ⓨ,dyoy,ceok_yì,GBK]
硜	[石一巛工,dgva,kēng,GBK]
硞	[石㇒土口,dtfk,què_kè_kù,GBK]
硟	[石㇒止廴,dthp,chàn,GBK]
硠	[石丶彐𧘇,dyve,láng,GBK]
硡	[石宀𠂇厶,dpdc,hōng,GBK]
硢	[石人禾Ⓨ,dwty,yù_yú,GBK]
硣	[石土丿子,dftb,xiāo,GBK]
硤	[石大人人,ddww,xiá,GBK]
硥	[石犬乚彡,ddne,mǎng_bàng,GBK]
硦	[石王廾Ⓗ,dgah,luò_lòng,GBK]
硧	[石マ用Ⓗ,dceh,yǒng_tóng,GBK]
硨	[石車Ⓗ,dlh,chē,GBK]
硩	[扌斤石Ⓕ,rrdf,chè,GBK]
硯	[石目儿Ⓝ,dhqn,yàn,GBK]
硰	[氵小丿石,iitd,shā,GBK]
硱	[石囗木Ⓨ,dlsy,kǔn,GBK]
硲	[石八人口,dwwk,yù,GBK]
硳	[石土亦Ⓨ,dfoy,ceok_chì,GBK]
硴	[石艹亻匕,dawx,huā,GBK]
硵	[石⺊囗ㄨ,dhlq,lǔ,GBK]
硶	[石山人㇇,dmwn,chěn_cén,GBK]
硸	[石山厂干,dmdf,nüè,GBK]
硹	[石木八厶,dswc,sōng,GBK]
硺	[石豕丶Ⓨ,deyy,zhuó,GBK]
硻	[匚丨コ石,ahnd,kēng_kěng,GBK]
硽	[石大曰乚,ddjn,yān_yǎn,GBK]
硾	[石㇒一士,dtgf,zhuì_chuí_duǒ,GBK]
硿	[石宀八工,dpwa,kōng,GBK]
碀	[石⺈彐㇚,dqvh,chēng_chéng,GBK]
碁	[卄三八石,adwd,qí,GBK]
碂	[石宀二小,dpfi,zòng_cóng,GBK]
碃	[石龶冃Ⓖ,dgeg,qìng,GBK]
碄	[石木木Ⓨ,dssy,lín,GBK]
碅	[石囗禾Ⓨ,dlty,jūn,GBK]
碆	[氵皮又石,ihcd,bō,GBK]
碈	[石氏弋日,dqaj,mín,GBK]
碊	[石戈戈Ⓣ,daat,jiān_zhàn,GBK]
碋	[石山丁口,dmsk,hè,GBK]
碏	[石龷日Ⓖ,dajg,què_xī,GBK]
碐	[石土八夂,dfwt,léng,GBK]
碒	[石金Ⓖ,dqg,yín,GBK]
碔	[石一戈止,dgah,wǔ,GBK]
碕	[石大丁口,ddsk,qí_qī_qǐ,GBK]
碖	[石人一卄,dwga,lún_lǔn_lùn,GBK]
碙	[石冂丷山,dmum,náo_gāng,GBK]
碝	[石丆冂大,ddmd,ruǎn,GBK]
碞	[口口口石,kkkd,yán,GBK]
碠	[石亠冖丁,dyps,dìng,GBK]
碢	[石冂㇆口,dmnk,tuó,GBK]
碤	[石艹冂大,damd,yīng,GBK]
碦	[石宀夂口,dptk,kè,GBK]
碨	[石田一𧘇,dlge,wěi_wèi,GBK]
碩	[石丆貝Ⓨ,ddmy,shuò_shí,GBK]
碪	[石卄三㇗,dadn,zhēn,GBK]
碫	[石亻三又,dwdc,duàn,GBK]
碬	[石コ丨又,dnhc,xiá,GBK]
碭	[石曰一Ⓡ,djgr,dàng,GBK]
碮	[石曰一龰,djgh,tí_dī,GBK]
碯	[石巛㇒ㄨ,dvtq,nǎo,GBK]
碵	[石⺊貝Ⓨ,dhmy,tián,GBK]
碶	[石三丨大,ddhd,qì,GBK]
碷	[石斤十目,drfh,dùn,GBK]
碸	[石冂㇒虫,dmtj,fēng,GBK]
確	[石冖亻圭,dpwy,què,GBK]
碻	[石亠冂口,dymk,què_qiāo,GBK]
碼	[石馬Ⓨ,dcy,mǎ,GBK]
碽	[石工貝Ⓨ,damy,gōng,GBK]
碿	[石尸⺌冃,dnie,sù_xiè,GBK]
磀	[石丷凵辶,dubp,é,GBK]
磂	[石氏丶田,dqyl,liú_liù,GBK]
磃	[石斤虍几,drhm,sī_tí,GBK]
磄	[石广彐口,dyvk,táng,GBK]
磆	[石骨冃Ⓖ,dmeg,huá_kě_gū,GBK]
磇	[石㇒囗匕,dtlx,pī,GBK]
磈	[石白儿厶,drqc,kuǐ_wěi,GBK]
磌	[石十具八,dfhw,tián,GBK]
磍	[石宀三口,dpdk,xiá_qià_yà,GBK]
磎	[石爫幺大,dexd,xī,GBK]
磏	[石丷彐亦,duvo,lián_qiān,GBK]
磑	[石山一丷,dmgu,ái_wèi,GBK]
磒	[石口貝Ⓨ,dkmy,yǔn,GBK]
磓	[石亻コ辶,dwnp,duī_zhuì,GBK]
磖	[石羽白Ⓖ,dnrg,lá_lā,GBK]
磗	[石一冃寸,dgef,zhuān,GBK]
磘	[石爫𠂉山,derm,yáo_qìng,GBK]
磚	[石一曰寸,dgjf,zhuān,GBK]
磛	[車斤石Ⓕ,lrdf,chán,GBK]
磜	[石癶二小,dwfi,qì_qī,GBK]
磝	[石龶ク攵,dgqt,áo_qiāo,GBK]
磞	[石山月月,dmee,pēng_pèng,GBK]
磟	[石羽人彡,dnwe,liù_lù,GBK]
磠	[石⺊囗,dhlo,lǔ,GBK]
磡	[石卄三力,dadl,kàn,GBK]
磢	[石大ㄨㄨ,ddqq,chuǎng,GBK]
磣	[石厶厶彡,dcce,chěn,GBK]
磤	[石斤彐又,drvc,yīn_yǐn,GBK]
磥	[石田幺小,dlxi,lěi_léi,GBK]
磦	[石覀二小,dsfi,biāo,GBK]
磧	[石龶貝Ⓨ,dgmy,qì,GBK]
磩	[石厂上丿,ddht,qì_zhú,GBK]
磪	[石山亻圭,dmwy,cuī,GBK]
磫	[石彳人龰,dtwh,zōng,GBK]
磭	[石厂二冃,ddfe,chuò,GBK]
磮	[石山人卄,dmwa,lún,GBK]
磯	[石幺幺丿,dxxt,jī,GBK]
磰	[石丷羊口,dudk,shàn,GBK]
磱	[石火火力,dool,láo_luò,GBK]
磳	[石丷罒日,dulj,zēng,GBK]
磵	[石鬥日Ⓖ,dujg,jiàn,GBK]
磶	[石臼勹灬,dvqo,xì,GBK]
磸	[石丷西大,dusd,dìng,GBK]
磹	[石覀早Ⓗ,dsjh,diàn,GBK]
磻	[石㇒米田,dtol,pán_bō,GBK]
磼	[石亻圭木,dwys,jí_shé_zá,GBK]
磽	[石土土儿,dffq,qiāo,GBK]
磾	[石口口十,dkkf,dī,GBK]
磿	[厂禾禾石,dttd,lì,GBK]
礀	[石鬥月Ⓖ,dueg,jiàn,GBK]
礂	[石士口口,dfkk,xī,GBK]
礃	[石⺌冖手,dipr,zhǎng,GBK]
礄	[石㇒大口,dtdk,qiáo,GBK]
礆	[石人一人,dwgw,jiǎn,GBK]
礇	[石㇒冂大,dtmd,yù,GBK]
礈	[石丷豕辶,duep,zhuì,GBK]
礉	[石白方攵,dryt,hé_qiāo_qiào,GBK]
礊	[車凵几石,lbmd,kè_huò,GBK]
礋	[石罒土十,dlff,zé,GBK]
礌	[石⻗田Ⓖ,dflg,léi_lěi_lèi,GBK]
礍	[石艹曰㇗,dajn,jié_kě,GBK]
礎	[石木木龰,dssh,chǔ,GBK]
礏	[石卝一八,dogw,yè,GBK]
礐	[亻二ㄨ石,wfqd,què_hú,GBK]
礑	[石⺌冖田,dipl,dàng,GBK]
礒	[石丷王丿,dugt,yǐ,GBK]
礔	[石尸口辛,dnku,pī,GBK]
礕	[尸口辛石,nkud,pī,GBK]
礖	[石亻二八,dwfw,yù,GBK]
礗	[石宀一貝,dpgm,pīn,GBK]
礘	[石曰幺灬,djxo,è_qì,GBK]
礙	[石匕𠂉龰,dxth,ài,GBK]
礚	[石艹土皿,dafl,kē,GBK]
礛	[石匚丨皿,dahl,jiān,GBK]
礜	[亻二一石,wfgd,yù,GBK]
礝	[石⻗丆Ⓙ,dfdj,ruǎn,GBK]
礟	[石馬ㄨ乂,dcqq,pào,GBK]
礠	[石丷幺心,duxn,cí,GBK]
礡	[石艹一寸,dagf,bō_bó,GBK]
礢	[石丷龵𧘇,dude,yǎng,GBK]
礣	[石艹罒丿,dalt,miè_mà,GBK]
礥	[石匚丨貝,dahm,xián_xín,GBK]
礦	[石广龷八,dyaw,kuàng,GBK]
礧	[石田田田,dlll,léi_lěi_lèi,GBK]
礨	[田田田石,llld,lěi,GBK]
礩	[石斤斤貝,drrm,zhì,GBK]
礪	[石厂艹丶,dday,lì,GBK]
礫	[石幺白木,dxrs,lì,GBK]
礬	[木ㄨㄨ石,sqqd,fán,GBK]
礭	[石⻗亻圭,dfwy,què,GBK]
礮	[石馬六乂,dcuq,pào,GBK]
礯	[石火火小,dooi,yīng,GBK]
礰	[石厂禾止,ddth,lì,GBK]
礱	[立冃一石,uegd,lóng,GBK]
礲	[石立冃三,dued,lóng,GBK]
礳	[石广木石,dysd,mò,GBK]
礵	[石⻗木目,dfsh,shuāng,GBK]
礶	[石艹口圭,daky,guàn,GBK]
礷	[石艹匚皿,daal,jiān_lán,GBK]
礸	[石㇒土貝,dtfm,cǎ_zǎn,GBK]
礹	[石口口攵,dkkt,yán_yǎn,GBK]
礽	[礻乃Ⓝ,pyen,réng,GBK]
礿	[礻勹丶,pyqy,yuè,GBK]
祂	[礻也Ⓝ,pybn,tā,GBK]
祃	[礻马Ⓖ,pycg,mà,GBK]
祄	[礻人Ⓙ,pywj,xiè,GBK]
祅	[礻㇒大,pytd,yāo,GBK]
祇	[礻氏弋,pyqa,zhǐ_qí,GBK]
祊	[礻方Ⓝ,pyyn,bēng_fāng,GBK]
祋	[礻几又,pymc,duì,GBK]
祌	[礻口丨,pykh,zhòng_chōng,GBK]
祍	[礻㇒士,pytf,rèn,GBK]
祎	[礻二丨,pyfh,yī,GBK]
祏	[礻石Ⓖ,pydg,shí,GBK]
祐	[礻𠂇口,pydk,yòu,GBK]
祑	[礻𠂉人,pyrw,zhì,GBK]
祒	[礻刀口,pyvk,tiáo,GBK]
祔	[礻亻寸,pywf,fù,GBK]
祕	[礻心丿,pynt,mì_bì,GBK]
祘	[二小二小,fifi,suàn,GBK]
祙	[礻二小,pyfi,mèi,GBK]
祡	[止匕二小,hxfi,chái,GBK]
祣	[礻𠂉𧘇,pyte,lǚ,GBK]
祤	[礻羽Ⓖ,pyng,yǔ,GBK]
祦	[礻口大,pykd,wú,GBK]
祩	[礻𠂉小,pyri,zhù,GBK]
祪	[礻⺈㔾,pyqb,guǐ,GBK]
祫	[礻人口,pywk,xiá,GBK]
祬	[礻一土,pygf,zhī,GBK]
祮	[礻士口,pyfk,gào,GBK]
祰	[礻㇒口,pytk,gào,GBK]
祱	[礻丷儿,pyuq,shuì_lèi,GBK]
祲	[礻彐又,pyvc,jìn_jīn,GBK]
祳	[礻厂𧘇,pyde,shèn,GBK]
祴	[礻戈廾,pyaa,gāi,GBK]
祵	[礻囗木,pyls,kǔn,GBK]
祶	[礻丷丿,pyut,dì,GBK]
祹	[礻勹山,pyqm,táo,GBK]
祻	[礻囗古,pyld,gù,GBK]
祼	[礻曰木,pyjs,guàn,GBK]
祽	[礻亠十,pyyf,zuì,GBK]
祾	[礻土夂,pyft,líng,GBK]
祿	[礻彑氺,pyxi,lù,GBK]
禂	[礻冂口,pymk,dǎo,GBK]
禃	[礻十具,pyfh,zhí,GBK]
禆	[礻白十,pyrf,bì_pí_bēi,GBK]
禇	[礻土日,pyfj,chǔ,GBK]
禈	[礻冖車,pypl,huī,GBK]
禉	[礻丷一,pyug,yǒu,GBK]
禋	[礻覀土,pysf,yīn,GBK]
禌	[礻丷幺,pyux,zī,GBK]
禍	[礻冂口,pymk,huò,GBK]
禎	[礻⺊貝,pyhm,zhēn,GBK]
禐	[礻爫又,pyec,yuàn,GBK]
禑	[礻曰丶,pyjy,xú_wú,GBK]
禒	[礻彑豕,pyxe,xiǎn,GBK]
禓	[礻曰Ⓡ,pyjr,shāng_yáng,GBK]
禔	[礻曰龰,pyjh,tí_zhǐ,GBK]
禕	[礻ユ丨,pynh,yī,GBK]
禖	[礻卄木,pyas,méi,GBK]
禗	[礻田心,pyln,sī,GBK]
禘	[礻六丨,pyuh,dì,GBK]
禙	[礻丬冃,pyue,bèi,GBK]
禛	[礻十八,pyfw,zhēn,GBK]
禜	[火火冖小,oopi,yíng_yǒng,GBK]
禝	[礻田夂,pylt,jì_jí,GBK]
禞	[礻亠口,pyyk,gào,GBK]
禟	[礻广口,pyyk,táng,GBK]
禠	[礻斤几,pyrm,sī,GBK]
禡	[礻馬Ⓨ,pycy,mà,GBK]
禢	[礻曰羽,pyjn,tà,GBK]
禣	[礻一寸,pygf,fù,GBK]
禤	[礻罒羽,pyln,xuān,GBK]
禥	[礻卄土,pyaf,qí,GBK]
禦	[彳𠂉止小,trhi,yù,GBK]
禨	[礻幺丿,pyxt,jī_jì,GBK]
禩	[礻田八,pylw,sì,GBK]
禪	[礻口十,pykf,shàn_chán,GBK]
禫	[礻覀早,pysj,dàn_tǎn,GBK]
禬	[礻人曰,pywj,guì,GBK]
禭	[礻丷辶,pyup,suì,GBK]
禮	[礻冂丷,pymu,lǐ,GBK]
禯	[礻冂𧘇,pyme,nóng,GBK]
禰	[礻一ㄨ,pygq,mí,GBK]
禱	[礻士寸,pyff,dǎo,GBK]
